series,condition,sigma,cell,rho,alpha_b,seed,N,pi_c,tau_LATE_true,kappa_LATE_true,NIE_LATE,NDE_LATE,tau_IV_IPSW,bias,SE_tau,CI_L,CI_U,CI_covers_true,FS_IPSW,RF_IPSW,W_mean_oracle,W_cv_oracle,W_mean_degraded,W_cv_degraded,n_C1,crash_rate
noise,sigma=0.4,0.4,T2-null,0.5,4.99720863,456,1000000,0.338206,0.0017544586471309742,1.0268079517394388,0.06719991543486029,-0.06544545678772931,-0.0018863754275904579,-0.003640834074721432,0.0030972056093418582,-0.007956898421900501,0.0041841475667195845,1,0.3370858154304361,-0.0006358703992172671,7.444619843742085,0.4718924942944029,8.064897041499307,0.6583981689324313,162152,0.162152
spatial,state_K10,0.0,T2-null,0.5,4.99720863,456,1000000,0.338206,0.0017544586471309742,1.0268079517394388,0.06719991543486029,-0.06544545678772931,-0.0025159262965763164,-0.004270384943707291,0.0028349823024950856,-0.008072491609466683,0.003040639016314051,1,0.336352320624946,-0.0008462376483747702,7.444619843742085,0.4718924942944029,7.3799124684814235,0.44648469992785106,162152,0.162152
temporal,no_b_term,0.0,T2-null,0.5,4.99720863,456,1000000,0.338206,0.0017544586471309742,1.0268079517394388,0.06719991543486029,-0.06544545678772931,-0.03030677816290075,-0.03206123681003173,0.0033705662240669934,-0.03691308796207206,-0.023700468363729445,0,0.26331691410433,-0.007980287302299521,7.444619843742085,0.4718924942944029,11.293094022248477,0.3235161665189187,162152,0.162152
noise,sigma=0.0,0.0,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,0.002225626002093242,0.00035817585881963397,0.0028603305279330093,-0.003380621832655456,0.007831873836841939,1,0.33699938698311743,0.0007500345983591089,7.449906413137123,0.4717057794413938,7.449906413137123,0.4717057794413938,162207,0.162207
noise,sigma=0.1,0.1,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,0.002682093800033361,0.0008146436567597532,0.0028704952670760247,-0.0029440769234356473,0.00830826452350237,1,0.33738451520677476,0.0009048969164633519,7.449906413137123,0.4717057794413938,7.486726132354923,0.4848915006933898,162207,0.162207
noise,sigma=0.2,0.2,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,0.0010127628893256435,-0.0008546872539479645,0.002920723011464892,-0.004711854213145544,0.006737379991796832,1,0.33706292173665126,0.0003413648185025542,7.449906413137123,0.4717057794413938,7.602903239851049,0.5219333393466922,162207,0.162207
noise,sigma=0.4,0.4,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,0.002960137292776869,0.001092687149503261,0.003113707722954753,-0.0031427298442144474,0.009063004429768186,1,0.3354993399586486,0.0009931241079136205,7.449906413137123,0.4717057794413938,8.068575850270589,0.6588160606588674,162207,0.162207
spatial,state_K10,0.0,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,0.0014513572811264608,-0.00041609286214714714,0.002825461635236005,-0.004086547523936108,0.00698926208618903,1,0.3366841355156359,0.0004886489715203862,7.449906413137123,0.4717057794413938,7.385127344858451,0.44620775677495667,162207,0.162207
temporal,no_b_term,0.0,T2-null,0.5,4.99720863,789,1000000,0.337737,0.001867450143273608,1.0286718031041764,0.06699938957827882,-0.06513193943500521,-0.02574533164079337,-0.027612781784066977,0.003342191129174109,-0.032296026253974625,-0.019194637027612114,0,0.2654369357301608,-0.006833761940088945,7.449906413137123,0.4717057794413938,11.288445445659972,0.323299208200763,162207,0.162207
noise,sigma=0.0,0.0,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,0.004378511711702024,0.0024870614711396738,0.0028407013001137587,-0.0011892628365209428,0.009946286259924992,1,0.33876836482320705,0.0014833012529325562,7.442557838635181,0.4707949366950774,7.442557838635181,0.4707949366950774,162484,0.162484
noise,sigma=0.1,0.1,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,0.004674493113619083,0.0027830428730567323,0.0028558077948553336,-0.0009228901642973708,0.010271876391535536,1,0.33911752353054336,0.0015852025284510823,7.442557838635181,0.4707949366950774,7.481102556125788,0.4839725881768404,162484,0.162484
noise,sigma=0.2,0.2,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,0.003977723794487437,0.002086273553925086,0.0029118477046145494,-0.0017294977065570802,0.009684945295531953,1,0.3376128857394415,0.0013429308089313446,7.442557838635181,0.4707949366950774,7.595230145518263,0.5215061863904527,162484,0.162484
noise,sigma=0.4,0.4,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,0.0075952033380948655,0.005703753097532515,0.0030852809095083143,0.0015480527554585692,0.013642353920731161,1,0.33853550033847163,0.0025712459622343753,7.442557838635181,0.4707949366950774,8.061138101341967,0.6591761886514963,162484,0.162484
spatial,state_K10,0.0,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,0.0032280759454097986,0.001336625704847448,0.002809065848717126,-0.0022776931180757687,0.008733845008895366,1,0.3386619212830961,0.0010932264017202292,7.442557838635181,0.4707949366950774,7.378501826349554,0.4457534292996819,162484,0.162484
temporal,no_b_term,0.0,T2-null,0.5,4.99720863,2026,1000000,0.338805,0.0018914502405623507,1.0290442092429917,0.06701459491762947,-0.06512314467706712,-0.022836346642442315,-0.024727796883004666,0.0033275375422302665,-0.029358320225213636,-0.016314373059670994,0,0.26587592709832963,-0.0060716348350981775,7.442557838635181,0.4707949366950774,11.288685920698294,0.32326310024423105,162484,0.162484
