cell,rho,alpha_b,seed,N,pi_c,n_complier,EU_complier,EU_pop,NIE_pop,NDE_pop,ATE_pop,kappa_pop,NIE_LATE,NDE_LATE,tau_LATE_true,D_true,kappa_LATE_true,kappa_recon_from_tau_D,claim1_kappa_eq_1_tau_D,tau_LATE_lt0,D_L,D_U,D_contains_D_true,kap_L_ident,kap_U_ident,ident_covers_LATE,ident_all_lt1,tau_IV_IPSW,SE_tau_IPSW,CI_L_IPSW,CI_U_IPSW,FS_IPSW,RF_IPSW,tau_IPSW_covers_true,tau_IV_C1_raw,SE_tau_C1_raw,CI_L_C1_raw,CI_U_C1_raw,FS_C1_raw,tau_IV_used_for_bounds,c_IM,kap_L_from_IV,kap_U_from_IV,im_ci_L,im_ci_U,im_ci_covers_LATE,im_ci_all_lt1,n_C1,crash_rate
T2-c,0.5,3.972,42,1000000,0.338096,338096,-0.03922639936543161,9.750249789376471e-05,0.048495257315582616,-0.06922375666227615,-0.020728499346693567,0.7005580114956454,0.046952606371090985,-0.0652463828858182,-0.018293776514727217,0.0652463828858182,0.7196200661921519,0.7196200661921519,1,1,0.014462162695197902,0.143609134269791,1,-0.2649405832504972,0.8726141160327612,1,1,-0.017397171212680612,0.002849067086178879,-0.022981342701591214,-0.01181299972377001,0.3381143448845291,-0.005882233147419494,1,-0.033213834377172846,0.002929344934793856,-0.038955350449368806,-0.027472318304976887,0.3159536233885344,-0.017397171212680612,1.6448536269520586,-0.2029439565395892,0.8788574884101908,-0.5269825134897974,0.9114898021829845,1,1,145874,0.145874
T2-c,0.5,3.972,123,1000000,0.338463,338463,-0.03687387082420459,0.0005457520460580734,0.048490154919000196,-0.06920489862036007,-0.020714743701359842,0.7006751817527321,0.0469453093325654,-0.06522965474966062,-0.01828434541709522,0.06522965474966062,0.719692745772346,0.719692745772346,1,1,0.014486396480477925,0.1434763045943802,1,-0.262173477147023,0.8725619155805091,1,1,-0.021212513618029883,0.0028471869235169632,-0.02679299998812313,-0.015632027247936636,0.33621330925386816,-0.0071319294011105705,1,-0.03816249162564835,0.0029450396337189354,-0.043934769307737466,-0.03239021394355924,0.31366832763239466,-0.021212513618029883,1.6448536269520617,-0.4643057468857883,0.8521531922779899,-0.7875887485672979,0.8847941621649492,1,1,145927,0.145927
T2-c,0.5,3.972,456,1000000,0.338206,338206,-0.03694823210592395,-0.0005275459837967066,0.04848955110065326,-0.06922990206508019,-0.020740350964426894,0.7004134001962076,0.047021609596820266,-0.06544545678772931,-0.018423847190909046,0.06544545678772931,0.7184854672087273,0.7184854672087273,1,1,0.014417934509552316,0.1436431467947574,1,-0.2778423413355562,0.8717387665056258,1,1,-0.0226611070960759,0.0028455318461624375,-0.028238349514554277,-0.017083864677597524,0.33582712501506395,-0.007610214445733635,1,-0.03909349175750892,0.00295251841156776,-0.044880427844181725,-0.03330655567083611,0.3133700550179214,-0.0226611070960759,1.644853626951877,-0.5717304778338559,0.8422402488268033,-0.8963597355591143,0.8748243538273363,1,1,145791,0.145791
T2-c,0.5,3.972,789,1000000,0.337737,337737,-0.04141309300037634,-0.0013973967486223884,0.048442059179294825,-0.06911332784187482,-0.020671268662580008,0.7009076352122122,0.04687501179055708,-0.06513193943500521,-0.018256927644448133,0.06513193943500521,0.7196931673949827,0.7196931673949827,1,1,0.014417745327204983,0.14349281694695554,1,-0.2662817403216964,0.8727676546262444,1,1,-0.01845918881246307,0.002842294684732707,-0.024030086394539178,-0.012888291230386964,0.33639315344903215,-0.006209544734735548,1,-0.03455127566301221,0.002927376365924063,-0.04028893334022337,-0.028813617985801045,0.31461200836518005,-0.01845918881246307,1.644853626952043,-0.2803103670885523,0.8713580985779461,-0.6045745717161306,0.90393923274564,1,1,145777,0.145777
T2-c,0.5,3.972,2026,1000000,0.338805,338805,-0.04016662693468663,-0.00015432753945639752,0.04845753918084384,-0.06914454143868536,-0.020687002257841508,0.7008151066243468,0.04688529966395684,-0.06512314467706712,-0.01823784501311028,0.06512314467706712,0.7199483362858448,0.7199483362858448,1,1,0.01448779554113318,0.14336965570362528,1,-0.2588419653859766,0.8727914569955327,1,1,-0.016979540088480426,0.002816248553363418,-0.022499387253072725,-0.011459692923888126,0.33863056145396525,-0.005749791193392237,1,-0.03527784403278571,0.002923560535944998,-0.0410080226832379,-0.029547665382333513,0.31621339386702707,-0.016979540088480426,1.6448536269518865,-0.1719892125943372,0.8815681044559343,-0.49172844650648967,0.9138784048794337,1,1,145928,0.145928
T2-d,1.0,3.972,42,1000000,0.299482,299482,-0.05663202650188038,9.750249789376471e-05,0.048495257315582616,-0.06922375666227615,-0.020728499346693567,0.7005580114956454,0.04551455121092765,-0.06089559299383572,-0.01538104178290807,0.06089559299383572,0.7474194596567103,0.7474194596567103,1,1,0.01277508965722237,0.1522057212614469,1,-0.20398699309420731,0.8989457054870642,1,1,-0.014989012934231941,0.0031594916045573134,-0.021181616479164275,-0.008796409389299608,0.3019755851528598,-0.004526315951678475,1,-0.03170880238953953,0.0032394077995319213,-0.03805804167662209,-0.02535956310245696,0.27552220143341954,-0.014989012934231941,1.6448536319523719,-0.17330001874060708,0.901521356687473,-0.5800996092187112,0.9356652850352931,1,1,146692,0.146692
T2-d,1.0,3.972,123,1000000,0.300265,300265,-0.05826323662335818,0.0005457520460580734,0.048490154919000196,-0.06920489862036007,-0.020714743701359842,0.7006751817527321,0.045412241297984636,-0.06068708568569758,-0.01527484438771294,0.06068708568569758,0.7483015667151597,0.7483015667151597,1,1,0.012817883108180375,0.1519684712779709,1,-0.19168229720900887,0.8994867536716008,1,1,-0.018293527718215075,0.003207042522776481,-0.02457933106285698,-0.012007724373573172,0.29613377663617657,-0.005417331451193608,1,-0.03626019466420164,0.003303518787937161,-0.042735091488558474,-0.029785297839844807,0.26979459992432264,-0.018293527718215075,1.6448536361685366,-0.42718790332392276,0.8796228746372414,-0.838731331393526,0.9143347823808359,1,1,146645,0.146645
T2-d,1.0,3.972,456,1000000,0.300074,300074,-0.05605515608163314,-0.0005275459837967066,0.04848955110065326,-0.06922990206508019,-0.020740350964426894,0.7004134001962076,0.04551394503372711,-0.060925614305100434,-0.015411669271373322,0.060925614305100434,0.7470412166187527,0.7470412166187528,1,1,0.012750623223373121,0.15212840641684322,1,-0.20869929268416043,0.8986930210184139,1,1,-0.021061851215069868,0.0032210662301285337,-0.027375141026121794,-0.014748561404017941,0.29453100946410876,-0.0062033682995573936,1,-0.037517500917588154,0.0033067245560346797,-0.043998681047416124,-0.031036320787760183,0.2699605778111215,-0.021061851215069868,1.6448536349754654,-0.6518291573749482,0.8615521472212178,-1.0673525717451224,0.8963791898618028,1,1,146487,0.146487
T2-d,1.0,3.972,789,1000000,0.299007,299007,-0.05914170157211924,-0.0013973967486223884,0.048442059179294825,-0.06911332784187482,-0.020671268662580008,0.7009076352122122,0.04539400613054018,-0.06064867768361476,-0.015254671553074577,0.06064867768361476,0.7484747873209464,0.7484747873209463,1,1,0.012728456701708222,0.15214474541055184,1,-0.19846984678255009,0.8997357975662523,1,1,-0.016126557611569708,0.0031968028837128224,-0.02239229126364684,-0.009860823959492577,0.296684556360807,-0.0047845005906155536,1,-0.033618348349810694,0.0032869500846885273,-0.040060770515800204,-0.02717592618382118,0.27047078367836175,-0.016126557611569708,1.644853635539209,-0.2669688077271335,0.8940051622022612,-0.6800803866565395,0.9285661510237166,1,1,146440,0.14644
T2-d,1.0,3.972,2026,1000000,0.299895,299895,-0.0581414072109038,-0.00015432753945639752,0.04845753918084384,-0.06914454143868536,-0.020687002257841508,0.7008151066243468,0.0454148467469235,-0.060703622853295544,-0.015288776106372047,0.060703622853295544,0.7481406316832039,0.7481406316832038,1,1,0.01279424345424753,0.15203614449542077,1,-0.19497304870311516,0.8994398591393342,1,1,-0.014760410294420847,0.0031506508786196346,-0.020935686016515333,-0.008585134572326363,0.2995921193848332,-0.0044221026030952515,1,-0.03470445143685184,0.0032789306733186064,-0.041131155556556304,-0.02827774731714737,0.2716881698274627,-0.014760410294420847,1.6448536324571488,-0.15367589707077012,0.9029151236147966,-0.5587299013058806,0.9370014887978989,1,1,146765,0.146765
T2-null,0.5,4.99720863,42,1000000,0.338096,338096,-0.03922639936543161,9.750249789376471e-05,0.06918982718252879,-0.06922375666227615,-3.392947974734396e-05,0.999509857866962,0.06710725602022793,-0.0652463828858182,0.0018608731344097323,0.0652463828858182,1.0285207095336806,1.0285207095336806,1,0,0.014462162695197902,0.143609134269791,1,1.1286718434600123,1.0129579023219637,0,0,0.0035962574666906443,0.0028758237511943194,-0.0020403570856502213,0.00923287201903151,0.33828399726146574,0.0012165563510135036,1,-0.015327574206626048,0.0030286215381398218,-0.0212636724213801,-0.009391475991871998,0.3019555411073853,0.0035962574666906443,2.3311286650390266,1.248666644296898,1.025041982774818,0.7851180504040121,1.071723659508659,1,0,162130,0.16213
T2-null,0.5,4.99720863,123,1000000,0.338463,338463,-0.03687387082420459,0.0005457520460580734,0.06918323796026125,-0.06920489862036007,-2.1660660098844535e-05,0.9996870068372234,0.06709750985000372,-0.06522965474966062,0.0018678551003430965,0.06522965474966062,1.028635060349646,1.028635060349646,1,0,0.014486396480477925,0.1434763045943802,1,1.1289385599006796,1.0130185615361622,0,0,-0.0010335348656925285,0.0028616920471667457,-0.006642451278139351,0.004575381546754293,0.3370315596336658,-0.0003483338677201242,1,-0.021844528287447533,0.0030405216275054547,-0.027803950677358226,-0.01588510589753684,0.3000681410254544,-0.0010335348656925285,2.3348853550142796,0.9286547992052174,0.9927964769610256,0.46741360230060053,1.0393666954398209,1,0,162343,0.162343
T2-null,0.5,4.99720863,456,1000000,0.338206,338206,-0.03694823210592395,-0.0005275459837967066,0.06918134057250504,-0.06922990206508019,-4.85614925751491e-05,0.9992985474321558,0.06719991543486029,-0.06544545678772931,0.0017544586471309742,0.06544545678772931,1.0268079517394388,1.0268079517394388,1,0,0.014417934509552316,0.1436431467947574,1,1.1216858521564648,1.012214008717296,0,0,-0.0015127583234579324,0.002866203694288391,-0.007130517564263179,0.004105000917347314,0.3359420083248562,-0.0005081990692926003,1,-0.02134162086554735,0.0030483874669540905,-0.02731646030077737,-0.015366781430317333,0.2996367202483622,-0.0015127583234579324,2.3073906679494844,0.8950780139516042,0.9894686355930408,0.43638182190954994,1.0355094791989867,1,0,162152,0.162152
T2-null,0.5,4.99720863,789,1000000,0.337737,337737,-0.04141309300037634,-0.0013973967486223884,0.06911712636523738,-0.06911332784187482,3.7985233625694903e-06,1.000054960793832,0.06699938957827882,-0.06513193943500521,0.001867450143273608,0.06513193943500521,1.0286718031041764,1.0286718031041764,1,0,0.014417745327204983,0.14349281694695554,1,1.1295244229172157,1.0130142412910044,0,0,0.002225626002093242,0.0028603305279330093,-0.003380621832655456,0.007831873836841939,0.33699938698311743,0.0007500345983591089,1,-0.01665499218750045,0.0030262555003178564,-0.02258645296812345,-0.010723531406877452,0.30111831767845276,0.002225626002093242,2.3352479557689927,1.1543671324179716,1.0155103652534467,0.6910782570363655,1.062060298276564,1,0,162207,0.162207
T2-null,0.5,4.99720863,2026,1000000,0.338805,338805,-0.04016662693468663,-0.00015432753945639752,0.0691385625761037,-0.06914454143868536,-5.9788625816303485e-06,0.9999135309533151,0.06701459491762947,-0.06512314467706712,0.0018914502405623507,0.06512314467706712,1.0290442092429917,1.0290442092429917,1,0,0.01448779554113318,0.14336965570362528,1,1.1305547303723482,1.013192821251328,0,0,0.004378511711702024,0.0028407013001137587,-0.0011892628365209428,0.009946286259924992,0.33876836482320705,0.0014833012529325562,1,-0.01636104804299754,0.003023892154618185,-0.02228787666604918,-0.010434219419945897,0.3022594761087015,0.004378511711702024,2.3439359020117765,1.30222070012451,1.0305400169248737,0.8426323697036506,1.0769823532166796,1,0,162484,0.162484
