make,model,year,esc_consensus,T_assign
MERCURY,MOUNTAINEER,2000,No,0.0
HARLEY DAVIDSON,SOFTAIL STANDARD,2006,not_found,
KENWORTH,T2000,2001,not_found,
MACK,MR,2001,not_found,
SUZUKI,GRAND VITARA,2000,not_found,
HARLEY DAVIDSON,DYNA FAT BOB,2010,not_found,
PLYMOUTH,BREEZE,2000,No,0.0
FORD,FREESTYLE,2004,not_found,
GMC,SAFARI,2001,No,0.0
FORD,EXCURSION,2005,No,0.0
HARLEY DAVIDSON,POLICE ROAD KING,2005,not_found,
SUZUKI,RENO,2008,No,0.0
YAMAHA,YZF-R1,2010,not_found,
HINO,CONVENTIONAL TYPE TRUCK,2009,not_found,
FREIGHTLINER,FL70,2003,not_found,
BMW,335XI,2008,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE STANDARD,2006,not_found,
MASERATI,QUATTROPORTE,2008,not_found,
TOYOTA,MR2,2003,No,0.0
HARLEY DAVIDSON,SPORTSTER 1200 LOW,2009,not_found,
HONDA,HR-V,2004,not_found,
CHRYSLER,300,2003,not_found,
VICTORY,JACKPOT,2006,not_found,
DAEWOO,LANOS,2002,No,0.0
VOLKSWAGEN,GOLF,2006,Optional,
CAN-AM,SPYDER,2010,not_found,
BMW,745LI,2002,not_found,
MERCEDES-BENZ,SLK-CLASS,2006,Standard,1.0
KAWASAKI,ZX-6R,2000,not_found,
YAMAHA,YZ450F,2004,not_found,
HONDA,CRF80F,2004,not_found,
KAWASAKI,KLX125L,2004,not_found,
MERCEDES-BENZ,SL-CLASS,2007,Standard,1.0
HONDA,CB900 (919),2002,not_found,
KAWASAKI,NINJA 250R,2007,not_found,
KAWASAKI,VULCAN 1700,2010,not_found,
ISUZU,NPR/NPR-HD,2003,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 LOW,2010,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY150T/YY250T/YY150/YY250,2009,not_found,
KAWASAKI,NINJA 500R,2001,not_found,
SUZUKI,DL1000,2006,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2009,not_found,
KENWORTH,T300,2002,not_found,
SUZUKI,DR-Z400S,2007,not_found,
MACK,CT,2006,not_found,
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,2008,not_found,
SUZUKI,GSX600F,2005,not_found,
PORSCHE,CAYMAN,2006,Standard,1.0
YAMAHA,XVZ13CTS/XVZ13CTSC/ROYAL STAR,2005,not_found,
HONDA,VT600CD (SHADOW VLX DELUXE),2003,not_found,
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2008,not_found,
VICTORY,VEGAS,2007,not_found,
KENWORTH,T2 SERIES,2007,not_found,
KAWASAKI,VULCAN 2000,2006,not_found,
FORD,F-650,2006,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE SPORT,2000,not_found,
CHEVROLET,W4,2002,not_found,
FREIGHTLINER,FLD120,2003,not_found,
MITSUBISHI FUSO,FK617,2003,not_found,
GMC,C5,2006,not_found,
VAN HOOL,COMMUTER COACH,2008,not_found,
HONDA,CRF230,2008,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC SHRINE,2004,not_found,
HONDA,CB900 (919),2006,not_found,
PORSCHE,CAYMAN,2010,Standard,1.0
INFINITI,M35,2005,not_found,
MAZDA,CX-7,2009,Standard,1.0
HARLEY DAVIDSON,ROAD KING,2004,not_found,
MAZDA,TRIBUTE,2010,Standard,1.0
DUCATI,SUPERBIKE,2009,not_found,
KAWASAKI,ZRX 1200R,2002,not_found,
FORD,F-450,2006,not_found,
SPRINTER (DODGE OR FREIGHTLINER),SPRINTER,2004,not_found,
INTERNATIONAL,4300,2003,not_found,
INTERNATIONAL,5600I,2003,not_found,
HARLEY DAVIDSON,FLHT / ELECTRA GLIDE STANDARD,2007,not_found,
BMW,330CIC,2006,not_found,
HONDA,VT750 (SHADOW),2010,not_found,
HONDA,VT1100C2 (SHADOW SABRE),2001,not_found,
BMW,Z4,2007,not_found,
AUDI,A8,2004,not_found,
GMC,W5,2005,not_found,
KAWASAKI,ZX-6R,2001,not_found,
SUZUKI,RM125K,2003,not_found,
MERCEDES-BENZ,SLK-CLASS,2007,Standard,1.0
SUZUKI,VS800GLK,2003,not_found,
TRIUMPH,SPEED TRIPLE,2006,not_found,
MERCEDES-BENZ,CLS-CLASS,2010,Standard,1.0
HONDA,CRF230,2004,not_found,
HONDA,XR650,2003,not_found,
GMC,C7,2006,not_found,
HARLEY DAVIDSON,DYNA FAT BOB,2009,not_found,
VOLVO TRUCK,VNL,2010,not_found,
VOLVO,V40,2002,Optional,
KAWASAKI,VULCAN 1500,2008,not_found,
JAGUAR,XK,2009,not_found,
YAMAHA,FJR1300A/FJR1300AC/FJR 1300,2005,not_found,
DODGE,DAKOTA,2010,No,0.0
TRIUMPH,THRUXTON,2008,not_found,
HARLEY DAVIDSON,FLTRI / ROAD GLIDE,2001,not_found,
TOYOTA,LAND CRUISER,2003,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2008,not_found,
BMW,328XI,2008,not_found,
BUELL,CYCLONE,2000,not_found,
INTERNATIONAL,9900IX,2000,not_found,
YAMAHA,YFM700R RAPTOR 700,2008,not_found,
KAWASAKI,VULCAN 1600,2005,not_found,
KENWORTH,T300,2006,not_found,
MERCEDES-BENZ,ML-CLASS,2010,Standard,1.0
BMW,325CI,2003,not_found,
SUZUKI,VL1500K,2002,not_found,
HARLEY DAVIDSON,ROAD KING CUSTOM,2006,not_found,
HONDA,VTX1800F1 (VTX),2005,not_found,
INFINITI,M35,2009,not_found,
ISUZU,I-290,2007,No,0.0
HONDA,VT600CD (SHADOW VLX DELUXE),2006,not_found,
HONDA,VT600CD (SHADOW VLX DELUXE),2007,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC,2006,not_found,
YAMAHA,XVS1300CT/XVS1300CTC/V STAR 1300,2007,not_found,
HARLEY DAVIDSON,FLHT / ELECTRA GLIDE STANDARD,2000,not_found,
YAMAHA,CP250 MORPHOUS,2008,not_found,
VOLVO,S80,2009,Standard,1.0
BMW,Z4,2010,not_found,
PLYMOUTH,VOYAGER,2000,No,0.0
KAWASAKI,NINJA ZX-14,2009,not_found,
IC BUS,PB305,2007,not_found,
MITSUBISHI,ECLIPSE SPYDER,2007,No,0.0
SUZUKI,GSX-R600K,2004,not_found,
LEXUS,GX,2003,not_found,
TRIUMPH,DAYTONA,2003,not_found,
YAMAHA,XF50 C3,2009,not_found,
YAMAHA,XV1600A/AC/AS/ASC ROAD STAR,2000,not_found,
TRIUMPH,ROCKET III,2005,not_found,
VICTORY,HAMMER,2006,not_found,
BMW,X5,2009,not_found,
HARLEY DAVIDSON,FLHTP / ELECTRA GLIDE STANDARD POLICE,2010,not_found,
KAWASAKI,Z1000,2005,not_found,
YAMAHA,XVS1100/A/C/AC/AT/ATC/V STAR 1100,2008,not_found,
WORKHORSE,W24,2005,not_found,
FORD,EXCURSION,2002,No,0.0
FREIGHTLINER,CST120,2010,not_found,
FREIGHTLINER,XC CHASSIS,2003,not_found,
ISUZU,FRR,2000,not_found,
INTERNATIONAL,SA525,2006,not_found,
INTERNATIONAL,1652-UPS,2002,not_found,
HONDA,VT750 (SHADOW ACE/AERO),2008,not_found,
PIAGGIO AND VESPA,GTS,2006,not_found,
HONDA,CB900 (919),2003,not_found,
STERLING TRUCK,L7500 SERIES,2000,not_found,
BMW,535XI,2008,not_found,
BUELL,XB12R,2006,not_found,
HARLEY DAVIDSON,ROAD GLIDE CUSTOM,2010,not_found,
PETERBILT,357,2003,not_found,
BMW,K 1200 LT,2001,not_found,
YAMAHA,XC125 VINO 125 / YJ125 (CANADA),2004,not_found,
FREIGHTLINER,SPRINTER,2002,not_found,
GMC,C4,2004,not_found,
PORSCHE,911,2009,Standard,1.0
LEXUS,GS,2009,not_found,
PETERBILT,388,2010,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2004,not_found,
TRIUMPH,SPEEDMASTER,2005,not_found,
ZHEJIANG TAIZHOU WANGYE POWER CO,VX150,2006,not_found,
SAAB,9-5,2008,Standard,1.0
CHRYSLER,PT CRUISER,2010,No,0.0
HARLEY DAVIDSON,SPORTSTER 1200 LOW,2006,not_found,
PONTIAC,AZTEK,2005,No,0.0
MERCEDES-BENZ,R-CLASS,2010,Standard,1.0
SUZUKI,GSX1300BK,2008,not_found,
BLUE BIRD,ALL AMERICAN / ALL CANADA,2008,not_found,
KAWASAKI,KLX140L,2008,not_found,
BIG DOG MOTORCYCLES,K9,2007,not_found,
"GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.","GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.",2008,not_found,
HONDA,CH80 (ELITE),2005,not_found,
MITSUBISHI FUSO,FK61F,2006,not_found,
PORSCHE,911,2008,Standard,1.0
BMW,328IS,2003,not_found,
STERLING TRUCK,L8500 SERIES,2005,not_found,
FORD,F-550,2005,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2007,not_found,
HARLEY DAVIDSON,FLHRI / ROAD KING,2001,not_found,
RAM,2500,2002,not_found,
MEIDUO,MD150T-6,2006,not_found,
MAZDA,MX-5,2008,not_found,
FREIGHTLINER,M2,2003,not_found,
NABI,CLFW,2009,not_found,
BMW,R 1200 RT,2010,not_found,
ROADMASTER,ROADMASTER,2005,not_found,
MERCEDES-BENZ,R-CLASS,2007,Standard,1.0
HARLEY DAVIDSON,FXST / SOFTAIL STANDARD,2001,not_found,
JAGUAR,S-TYPE,2002,Optional,
MITSUBISHI,MONTERO,2001,No,0.0
HARLEY DAVIDSON,DYNA SUPER GLIDE CUSTOM,2007,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2007,not_found,
KAWASAKI,KLR650,2007,not_found,
YAMAHA,YZF600R/YZF600RC,2006,not_found,
MACK,CL,2001,not_found,
CHEVROLET,C4,2009,not_found,
SAAB,9-3,2010,Standard,1.0
FORD,E-450,2004,not_found,
LEXUS,SC,2003,not_found,
VOLVO TRUCK,VNM,2002,not_found,
KIA,SPECTRA,2000,not_found,
SUZUKI,GSX650F,2008,not_found,
HARLEY DAVIDSON,SPORTSTER 883,2000,not_found,
GMC,CANYON,2008,No,0.0
KAWASAKI,NINJA ZX-6R,2004,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA LIMITED,2010,not_found,
MACK,MR,2003,not_found,
MOTOR COACH INDUSTRIES,102DL3 INTERCITY/D4500,2010,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2002,not_found,
HARLEY DAVIDSON,ROCKER C,2008,not_found,
INFINITI,M45,2006,not_found,
VOLKSWAGEN,GTI,2000,not_found,
FORD,F-550,2007,not_found,
LEXUS,SC,2004,not_found,
INTERNATIONAL,SF625,2010,not_found,
PORSCHE,911,2010,Standard,1.0
SUZUKI,DR-Z400,2001,not_found,
HARLEY DAVIDSON,SOFTAIL CUSTOM,2008,not_found,
HONDA,GL1500CD (VALKYRIE TOURER),2001,not_found,
STERLING TRUCK,SC8000,2004,not_found,
HARLEY DAVIDSON,FLTR / ROAD GLIDE,2009,not_found,
BMW,S 1000 RR,2010,not_found,
BMW,645CI,2004,not_found,
FREIGHTLINER,B2 BUS CHASSIS,2010,not_found,
DUCATI,SS900/900 SPORT,2000,not_found,
SUZUKI,LS650,2009,not_found,
PIERCE MANUFACTURING,TILT CAB,2000,not_found,
HARLEY DAVIDSON,SPORTSTER 883 LOW,2008,not_found,
FREIGHTLINER,MT 55 CHASSIS,2009,not_found,
KAWASAKI,NINJA 500R,2007,not_found,
PORSCHE,BOXSTER,2004,Optional,
MINI,CLUBMAN,2010,Standard,1.0
HARLEY DAVIDSON,FAT BOY LO,2010,not_found,
APRILIA,RSV MILLE,2001,not_found,
YAMAHA,YZF-R1C,2009,not_found,
KENWORTH,W900,2001,not_found,
SUZUKI,DR-Z400S,2000,not_found,
AUDI,S4,2002,not_found,
HARLEY DAVIDSON,V-ROD,2002,not_found,
YAMAHA,TT-R230,2006,not_found,
SUZUKI,GZ250,2007,not_found,
VICTORY,KINGPIN,2005,not_found,
INTERNATIONAL,SF637,2007,not_found,
SUBARU,BAJA,2005,No,0.0
INTERNATIONAL,3000IC,2001,not_found,
TRIUMPH,SPRINT,2006,not_found,
KAWASAKI,NINJA ZX-9R,2002,not_found,
MACK,CXP,2007,not_found,
ACURA,RDX,2009,Standard,1.0
HUMMER,H3,2010,not_found,
SUZUKI,GSF1200SK/GSF1200K,2003,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE STANDARD,2009,not_found,
MACK,MRU,2008,not_found,
YAMAHA,YZ85,2004,not_found,
FORD,F-450,2003,not_found,
HONDA,CB600 (599),2004,not_found,
DODGE,AVENGER,2000,not_found,
LAND ROVER,RANGE ROVER,2007,Standard,1.0
MAZDA,RX-8,2009,Optional,
INFINITI,FX50,2009,not_found,
PORSCHE,911,2005,Standard,1.0
INTERNATIONAL,9400,2000,not_found,
VAN HOOL,COMMUTER COACH,2005,not_found,
CHEVROLET,C7,2005,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 SPORT,2000,not_found,
SUZUKI,DR650SE,2006,not_found,
KINLON,MODEL 1,2005,not_found,
HARLEY DAVIDSON,CVO V-ROD 2,2006,not_found,
KAWASAKI,ZZR600,2004,not_found,
INFINITI,QX4,2000,No,0.0
DODGE,RAM WAGON,2001,No,0.0
MERCEDES-BENZ,SLK-CLASS,2010,Standard,1.0
BUELL,1125CR,2009,not_found,
YAMAHA,XVS650/A/C/AC/AT/ATC/V STAR 650,2006,not_found,
SUZUKI,VL800/VL800C/VL800T,2007,not_found,
STERLING TRUCK,SC8000,2001,not_found,
"GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.","GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.",2010,not_found,
KAWASAKI,KLR650,2010,not_found,
HARLEY DAVIDSON,V-ROD 100TH ANNIVERSARY / V-ROD,2003,not_found,
CAN-AM,SPYDER,2008,not_found,
HARLEY DAVIDSON,SOFTAIL DEUCE,2005,not_found,
VOLKSWAGEN,GOLF,2005,Optional,
CHONGQING ASTRONAUTIC BASHAN,CHONGQING ASTRONAUTIC BASHAN,2009,not_found,
STERLING TRUCK,A9500 SERIES,2003,not_found,
WORKHORSE,FE20,2005,not_found,
BMW,750LI,2008,not_found,
HARLEY DAVIDSON,SOFTAIL DELUXE,2009,not_found,
INTERNATIONAL,3000IC,2002,not_found,
INTERNATIONAL,9100I,2001,not_found,
GMC,C7,2000,not_found,
INTERNATIONAL,4700,2002,not_found,
SUZUKI,TL1000R,2001,not_found,
MITSUBISHI,MONTERO,2002,No,0.0
HONDA,ST1300A,2006,not_found,
HARLEY DAVIDSON,FORTY-EIGHT,2010,not_found,
VOLVO TRUCK,VNL,2002,not_found,
FREIGHTLINER,FLS112 LEGACY,2001,not_found,
HARLEY DAVIDSON,CVO ROAD KING 2,2003,not_found,
PIAGGIO AND VESPA,GT,2007,not_found,
INTERNATIONAL,4400,2004,not_found,
BUELL,XB9R,2003,not_found,
KAWASAKI,NINJA 250R,2001,not_found,
INTERNATIONAL,MA035,2006,not_found,
YAMAHA,XVS1300A,2009,not_found,
VOLKSWAGEN,TOUAREG,2007,Standard,1.0
AUTOCAR,WXLL,2006,not_found,
AUDI,S4,2010,not_found,
ISUZU,NPR/NPR-HD,2000,not_found,
BMW,525IT,2003,not_found,
MAZDA,TRIBUTE,2009,Standard,1.0
FREIGHTLINER,SPRINTER,2010,Standard,1.0
WORKHORSE,P42,2003,not_found,
FREIGHTLINER,CORONADO,2005,not_found,
MAZDA,MILLENIA,2001,No,0.0
BMW,M6,2006,not_found,
YAMAHA,FZ1-S/FZ1-SC/FZ-1,2008,not_found,
FREIGHTLINER,MT 55 CHASSIS,2005,not_found,
CHEVROLET,CORVETTE,2009,Standard,1.0
TOYOTA,LAND CRUISER,2008,not_found,
HONDA,VTX1300RL/VTX,2009,not_found,
KAWASAKI,VULCAN 1600,2003,not_found,
FREIGHTLINER,MT 55 CHASSIS,2001,not_found,
KAWASAKI,KLR650,2001,not_found,
INTERNATIONAL,LF517,2010,not_found,
PONTIAC,SOLSTICE,2009,Standard,1.0
FORD,LOW CAB FORWARD,2006,not_found,
HONDA,GL1500SE (GOLD WING SE),2000,not_found,
GMC,C8,2005,not_found,
SATURN,LW2,2002,not_found,
FREIGHTLINER,FLD120,2006,not_found,
IC BUS,PB205,2008,not_found,
INTERNATIONAL,LF687,2006,not_found,
SUZUKI,FORENZA,2004,No,0.0
LINCOLN,MARK LT,2008,No,0.0
HONDA,CRF150,2007,not_found,
APRILIA,RSV 1000,2007,not_found,
TOYOTA,MR2,2002,No,0.0
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2002,not_found,
FREIGHTLINER,XC RAISED RAIL REAR ENGINE MOTOR HOME CHASSIS,2007,not_found,
AUDI,S5,2010,not_found,
GMC,C6,2001,not_found,
ISUZU,NPR/NPR-HD,2001,not_found,
TRIUMPH,DAYTONA,2006,not_found,
INTERNATIONAL,L9217,2006,not_found,
INTERNATIONAL,1652-SC,2001,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-30/YY150T-30,2010,not_found,
PONTIAC,MONTANA/ SV6,2006,not_found,
FORD,F-550,2010,not_found,
HUMMER,H3,2004,not_found,
MINI,COOPER CONVERTIBLE,2007,Optional,
MACK,CH,2001,not_found,
BLUE BIRD,BB CONVENTIONAL,2006,not_found,
YAMAHA,VMX17/VMX17C/V-MAX,2006,not_found,
INTERNATIONAL,4400,2005,not_found,
HONDA,NSS250 (REFLEX),2003,not_found,
INTERNATIONAL,GENESIS,2000,not_found,
GMC,T-SERIES,2005,not_found,
CHRYSLER,CONCORDE,2003,No,0.0
INTERNATIONAL,F-8100,2002,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2000,not_found,
LINCOLN,LS,2006,not_found,
SUZUKI,GSX-R600,2000,not_found,
GMC,W5,2007,not_found,
KAWASAKI,VULCAN 500,2008,not_found,
YAMAHA,XT225/XT225C,2001,not_found,
TRIUMPH,BONNEVILLE,2010,not_found,
KAWASAKI,ZR-7S,2002,not_found,
HARLEY DAVIDSON,SPORTSTER XL883 LOW,2006,not_found,
HONDA,CR125,2004,not_found,
YAMAHA,YZ250F,2005,not_found,
KAWASAKI,NINJA 500R,2006,not_found,
FREIGHTLINER,MT 55 CHASSIS,2003,not_found,
INTERNATIONAL,MA035,2004,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2005,not_found,
MERCEDES-BENZ,SL-CLASS,2009,Standard,1.0
HONDA,TRX250 (SPORTTRAX 250),2004,not_found,
KYMCO,PEOPLE,2007,not_found,
PORSCHE,CAYENNE,2004,Standard,1.0
SUZUKI,VZR1800,2007,not_found,
NOVABUS,LOW FLOOR,2009,not_found,
FREIGHTLINER,COLUMBIA,2001,not_found,
HARLEY DAVIDSON,SPORTSTER 883 CUSTOM,2007,not_found,
HONDA,FSC600 (SILVER WING),2010,not_found,
INTERNATIONAL,MA035,2008,not_found,
FORD,F-450,2010,not_found,
THOROUGHBRED MOTORSPORTS INC,STALLION,2008,not_found,
OSHKOSH,S SERIES,2000,not_found,
ISUZU,NQR,2000,not_found,
SUZUKI,GSX750FK,2002,not_found,
HARLEY DAVIDSON,ROAD KING CUSTOM,2005,not_found,
SUZUKI,GS500(GS500H)/GS500F(GS500FH),2007,not_found,
CHRYSLER,NEON,2000,not_found,
BMW,R 1150 R,2002,not_found,
FORD,LOW CAB FORWARD,2007,not_found,
KENWORTH,T600,2003,not_found,
KAWASAKI,KLX250S,2006,not_found,
HONDA,VT600C (SHADOW VLX),2003,not_found,
BMW,540IA,2003,not_found,
INTERNATIONAL,MF035,2008,not_found,
DUCATI,MONSTER,2006,not_found,
TOYOTA,PICK-UP,2008,not_found,
BMW,F 800 GS,2009,not_found,
VOLVO,S60,2008,Standard,1.0
FORD,F-550,2004,not_found,
APRILIA,RSV MILLE R,2003,not_found,
HARLEY DAVIDSON,FLTRI / ROAD GLIDE,2002,not_found,
CHEVROLET,C4,2006,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE CUSTOM,2009,not_found,
AUDI,A8,2009,not_found,
LAND ROVER,DISCOVERY,2002,No,0.0
HONDA,VFR800 (INTERCEPTOR),2007,not_found,
INTERNATIONAL,4700 LOW PROFILE,2000,not_found,
VOLVO,XC70,2009,Standard,1.0
CHEVROLET,W4,2006,not_found,
YAMAHA,TT-R125LW (ELECTRIC START)/TT-R125LE,2004,not_found,
SUZUKI,SV650/SV650S/SV650SF,2008,not_found,
FREIGHTLINER,MT 55 CHASSIS,2006,not_found,
INTERNATIONAL,DF567,2004,not_found,
INFINITI,G20,2001,not_found,
GMC,C6,2000,not_found,
MERCURY,MONTEREY,2006,Optional,
HARLEY DAVIDSON,TRI GLIDE ULTRA CLASSIC,2010,not_found,
BLUE BIRD,BB CONVENTIONAL,2010,not_found,
HONDA,FSC600 (SILVER WING),2003,not_found,
ISUZU,ASCENDER,2003,not_found,
DODGE,VIPER,2008,No,0.0
JAGUAR,XJ8,2002,not_found,
PIAGGIO AND VESPA,LX/LXV,2009,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC,2002,not_found,
DODGE,VIPER,2005,No,0.0
KAWASAKI,NINJA ZX-12R,2000,not_found,
KAWASAKI,VULCAN 1500,2001,not_found,
MERCEDES-BENZ,S-CLASS,2005,Standard,1.0
VOLVO TRUCK,VNM,2005,not_found,
HONDA,VT750 (SHADOW AERO),2009,not_found,
HONDA,S2000,2007,Standard,1.0
INTERNATIONAL,SA515,2006,not_found,
CADILLAC,STS,2010,Standard,1.0
STERLING TRUCK,ACTERRA,2004,not_found,
BMW,M3CIC,2005,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE CUSTOM,2004,not_found,
ACURA,RL,2009,not_found,
THUNDER MOUNTAIN CUSTOM CYCLES,FIRESTONE,2007,not_found,
PETERBILT,365,2009,not_found,
INTERNATIONAL,RA027,2006,not_found,
INTERNATIONAL,LF657,2009,not_found,
VOLKSWAGEN,GOLF,2002,No,0.0
CHEVROLET,CORVETTE,2006,Standard,1.0
SAAB,9-7X,2007,Standard,1.0
WORKHORSE,W22,2003,not_found,
THOMAS BUILT,MVP-EF (ENGINE FRONT),2010,not_found,
INTERNATIONAL,9400I,2004,not_found,
SUZUKI,GS500,2004,not_found,
PETERBILT,335,2005,not_found,
LAND ROVER,LR2,2009,Standard,1.0
BUICK,PARK AVENUE,2005,Optional,
TRIUMPH,SPEEDMASTER,2010,not_found,
DAEWOO,LANOS,2000,not_found,
SUZUKI,GZ250,2000,not_found,
MAZDA,B-SERIES,2008,No,0.0
INTERNATIONAL,MA055,2006,not_found,
TRIUMPH,TIGER,2001,not_found,
VOLVO TRUCK,VNM,2000,not_found,
FORD,F-750,2005,not_found,
VOLKSWAGEN,NEW GTI,2006,not_found,
MITSUBISHI FUSO,FE84D,2010,not_found,
SUZUKI,VITARA,2002,No,0.0
STERLING TRUCK,M8500 ACTERRA,2002,not_found,
YAMAHA,XV1900CT/CTC/STRATOLINER,2006,not_found,
CHEVROLET,C6,2002,not_found,
YAMAHA,WR250X/WR250XC,2008,not_found,
KTMMEX,SPORTY,2008,not_found,
MITSUBISHI FUSO,FE85D,2010,not_found,
HONDA,XR650,2007,not_found,
MACK,LEU,2008,not_found,
FREIGHTLINER,SPRINTER,2006,not_found,
FREIGHTLINER,SPRINTER,2005,not_found,
VICTORY,VEGAS,2010,not_found,
VOLVO,C30,2010,Standard,1.0
HONDA,CMX250 (REBEL),2003,not_found,
VOLVO TRUCK,VHD,2006,not_found,
PORSCHE,CAYENNE,2010,Standard,1.0
APRILIA,SPORT CITY 250,2008,not_found,
ORION BUS,ORION VII,2006,not_found,
FORD,MOTORHOME CHASSIS,2004,not_found,
NISSAN,PATHFINDER,2009,Standard,1.0
MITSUBISHI FUSO,FE85D,2008,not_found,
SAAB,9-5,2010,Standard,1.0
HARLEY DAVIDSON,SOFTAIL DELUXE,2007,not_found,
PIERCE MANUFACTURING,TILT CAB,2002,not_found,
KENWORTH,T300,2003,not_found,
KAWASAKI,Z1000,2007,not_found,
MACK,CXU,2010,not_found,
FERRARA,FERRARA FIRE APPARATUS,2008,not_found,
ISUZU,ASCENDER,2005,No,0.0
THOMAS BUILT,HDX,2006,not_found,
CHEVROLET,T-SERIES,2000,not_found,
NEW FLYER,XCELSIOR,2002,not_found,
AMERICAN IRONHORSE MOTORCYCLES,TEXAS CHOPPER,2004,not_found,
EAST MANUFACTURING CORP.,EAST MANUFACTURING CORP,2005,not_found,
APRILIA,SCARABEO 200,2009,not_found,
DODGE,VIPER,2003,No,0.0
GMC,C7,2001,not_found,
PETERBILT,389,2009,not_found,
KAWASAKI,VULCAN 1500,2000,not_found,
SUBARU,LEGACY,2007,Optional,
VOLKSWAGEN,GTI,2005,not_found,
FREIGHTLINER,M2,2001,not_found,
STERLING TRUCK,5500 JOB RATED,2008,not_found,
PETERBILT,320,2009,not_found,
INTERNATIONAL,9900IX,2005,not_found,
INFINITI,FX45,2008,not_found,
HONDA,CBR1000,2009,not_found,
INDIAN MOTORCYCLE,SPIRIT STANDARD/DELUXE/RAODMASTER/SPRINGFIELD,2003,not_found,
HONDA,XR400R,2003,not_found,
ISUZU,H-SERIES,2007,not_found,
KYMCO,XCITING,2007,not_found,
FREIGHTLINER,XC-S STRAIGHT RAIL REAR ENGINE MOTOR HOME CHASSIS,2001,not_found,
TOYOTA,PICK-UP,2009,not_found,
PIERCE MANUFACTURING,VELOCITY,2010,not_found,
MITSUBISHI FUSO,FE85D,2007,not_found,
SUZUKI,SFV650,2009,not_found,
INTERNATIONAL,LF637,2008,not_found,
HARLEY DAVIDSON,DYNA CONVERTIBLE,2000,not_found,
KAWASAKI,POLICE 1000,2002,not_found,
CHEVROLET,C5,2007,not_found,
FREIGHTLINER,CLASSIC,2007,not_found,
SUZUKI,GSF1200S,2000,not_found,
FREIGHTLINER,XB RAISED RAIL REAR ENGINE SHUTTLE BUS CHASSIS,2006,not_found,
INTERNATIONAL,MH025,2007,not_found,
NABI,CLFW,2008,not_found,
PORSCHE,911,2002,not_found,
LAND ROVER,RANGE ROVER,2009,Standard,1.0
BUELL,XB12R,2007,not_found,
MITSUBISHI FUSO,FE639,2001,not_found,
ISUZU,NQR,2004,not_found,
TOYOTA,LAND CRUISER,2007,not_found,
UD,UD1800 HD,2006,not_found,
NEW FLYER,LOW FLOOR RE-STYLED,2010,not_found,
FORD,F-450,2001,not_found,
TRIUMPH,TIGER,2010,not_found,
HME INC.,FIRE TRUCK,2001,not_found,
SUZUKI,DR-Z125L,2007,not_found,
HONDA,VTX1800R2 (VTX),2005,not_found,
SUZUKI,GSX-R600L,2002,not_found,
YAMAHA,XV1700PC/XV1700PCC/WARRIOR,2008,not_found,
JEEP,CHEROKEE,2006,not_found,
XIAMEN XIASHING MOTORCYCLE CO.,SCOOTER,2010,not_found,
OPTIMA,LOW FLOOR BUS,2004,not_found,
HARLEY DAVIDSON,SOFTAIL STANDARD,2005,not_found,
KENWORTH,T2 SERIES,2008,not_found,
HARLEY DAVIDSON,HERITAGE SPRINGER,2003,not_found,
SUZUKI,GSX-R1000,2009,not_found,
SUZUKI,TL1000S,2001,not_found,
MAZDA,B-SERIES,2005,No,0.0
KENWORTH,T300,2008,not_found,
VOLKSWAGEN,CABRIO,2002,No,0.0
PORSCHE,BOXSTER,2001,not_found,
ZHEJIANG TAIZHOU WANGYE POWER CO,ROADPOWER 125,2006,not_found,
PIERCE MANUFACTURING,DASH,2005,not_found,
BMW,650I,2006,not_found,
